content,content_cutted,label_name,posibility
米八怎么寄了？,,未知,[0.5 0.5]
黄毛，战神起跳战神睡觉????继元素力之后风之翼也没了，建议接下来人也直接没了，直接《只有我不存在的城市》????,战神 战神 元素 力 建议 人,原神_散兵_主角,[0.50213317 0.49786683]
????致敬传奇米站耐删王,传奇,未知,[0.5 0.5]
"课代表总结：原神4.8剧情解析，剧情跌宕起伏，充满悬念，包含了丰富的角色互动和剧情反转，探讨人性与救赎，引发观众对勇者身份的反思。

--由@一生忽得夏司掌好年华 召唤发送，其他AI工具点头像自取",课 代表 总结 原神 剧情 解析 剧情 悬念 角色 剧情 人性 观众 勇者 身份 司掌 工具,剧情_摄像头_角色,[0.31232383 0.68767617]
前面太乱了，后面那一段还可以,,未知,[0.5 0.5]
二手出有没有 50r ??,,未知,[0.5 0.5]
"松了一口气。



策划编剧还是那个人。估计5.0依旧，所以可以安心咸鱼了。



[脱单doge]",策划 编剧 人 咸鱼 单,原神_散兵_主角,[0.83305741 0.16694259]
6,,未知,[0.5 0.5]
我真的服了，剧情怎么样还要你们来评判吗？做出来给你们看是你们的福气好吧？毕竟原神的剧情的高度是你们永远也达不到的好吧？你觉得不好看不代表别人觉得不好看，爱看就看不看棍，我们就喜欢这种极具文采的剧情，希望以后原神的剧情继续像这样蒸蒸日上[打call],剧情 评判 福气 原神 剧情 高度 代表 极具 文采 剧情 原神 剧情,剧情_摄像头_角色,[0.35645544 0.64354456]
[妙啊]好了，这下某游的号价又要下降一波了,号价 波,未知,[0.5 0.5]
[妙啊],,未知,[0.5 0.5]
能这么解读也是挺厉害的[嗑瓜子][嗑瓜子],,未知,[0.5 0.5]
@原神,原神,原神_散兵_主角,[0.74986827 0.25013173]
阿米洛斯,,未知,[0.5 0.5]
还有高手？,高手,未知,[0.5 0.5]
"扣一送地狱火。

111，保真吗？[星星眼]

假的[调皮]

禁止擅自期待",地狱火 保真 星星 眼 调皮,剧情_摄像头_角色,[0.25077293 0.74922707]
不忍心打破赞数[doge],赞数,未知,[0.5 0.5]
up是捏着鼻子剪视频吧[doge],视频,剧情_摄像头_角色,[0.25040489 0.74959511]
唉～磕了两年散草，结果被妮露摘桃子了，意难平啊[大哭],散草 结果 桃子,原神_散兵_主角,[0.83291586 0.16708414]
"我看看身份说我是阳光开朗大男孩！

我只是路过碰巧，被卷进这场纷扰",身份 男孩,原神_散兵_主角,[0.50461918 0.49538082]
8分钟前就被拿下了？,,未知,[0.5 0.5]
这么好的地图，建议写不明白就别写了，光放地图支线就可以了[笑哭][支持]还有莱欧斯利什么时候复刻？再不复刻我就要去给崩坏三刷差评了,地图 建议 光放 地图 支线 时候,剧情_摄像头_角色,[0.16779369 0.83220631]
还好没有抽妮露，更庆幸3.6的妮露卡池给我歪了七七,抽妮,未知,[0.5 0.5]
"我的散宝，妈妈爱你

哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈",散宝 妈妈,未知,[0.5 0.5]
给你个三连吧，史我就不吃了,给你个,未知,[0.5 0.5]
等的望眼欲穿了呀,,未知,[0.5 0.5]
怎么有的评论没了？[doge],评论,原神_散兵_主角,[0.72864575 0.27135425]
好快的更新，又来听相声了,,未知,[0.5 0.5]
天呐，这简直就是我??,,未知,[0.5 0.5]
[笑哭]??,,未知,[0.5 0.5]
妮露你一定要幸福啊[大哭],,未知,[0.5 0.5]
没问题呀??我们的双射手,问题 双 射手,原神_散兵_主角,[0.74740114 0.25259886]
黄毛的摄影技术再创新高[打call],摄影 技术,未知,[0.5 0.5]
妮露厨选择卸载游戏了,厨 游戏,剧情_摄像头_角色,[0.25031859 0.74968141]
终于做好了，给朕端上来[doge],,未知,[0.5 0.5]
芜湖来了！,,未知,[0.5 0.5]
看看超神剧情,超神 剧情,剧情_摄像头_角色,[0.16719558 0.83280442]
第一,,未知,[0.5 0.5]
热乎,,未知,[0.5 0.5]
这个结尾真的绝杀，太乐了wc,结尾,未知,[0.5 0.5]
无敌的剧情，无敌的时代????下大棋！????,剧情 时代 棋,剧情_摄像头_角色,[0.25009805 0.74990195]
这都是带节奏的，这次剧情非常好，我也十分喜欢，刚好5.0马上来了，是入坑的好时间，可是现在新人入坑门槛高，怎么解决呢，欸???，刚好我有个60级成品号，现在入手，马上进入提瓦特成为独一无二的摄像头，体验有自己生活的异世界！,节奏 剧情 坑 时间 新人 坑 门槛 成品 摄像头 体验 生活 异 世界,剧情_摄像头_角色,[0.05269785 0.94730215]
选空哥更难绷,空哥,未知,[0.5 0.5]
原神4.8这次剧情非常好，我也十分喜欢，刚好納塔马上来了，是入坑原神的好时间，可是新人入坑门槛高，怎么解决呢，唉，刚好我这有个号????,原神 剧情 坑 原神 时间 新人 坑 门槛,剧情_摄像头_角色,[0.3594224 0.6405776]
到枫丹罪人舞步旋退了 暑假回来看新剧情 感觉吃屎了 幼稚又ex 之前花神诞祭感觉原越来越好了 好了 可以卖号了,罪人 舞步 剧情 感觉 花神 感觉 原,剧情_摄像头_角色,[0.12542712 0.87457288]
40分钟大电影，好耶，可以看爽了[吃瓜],电影 瓜,未知,[0.5 0.5]
大风还在C！,大风,未知,[0.5 0.5]
卧槽，第一万赞[OK],卧槽,未知,[0.5 0.5]
彩蛋那，在介绍众人身份的时候，对应给的画面真的笑死了[笑哭],彩蛋 众人 身份 时候 对应 画面,剧情_摄像头_角色,[0.16794051 0.83205949]
非常好剧情，使我号价180度旋转。,剧情 价,剧情_摄像头_角色,[0.25009805 0.74990195]
我的??饲料呢？,饲料,未知,[0.5 0.5]
主角什么fvv??,主角,原神_散兵_主角,[0.74988137 0.25011863]
给这米盒游糖完了[喜极而泣],游糖,未知,[0.5 0.5]
粉转黑又转粉了,,未知,[0.5 0.5]
"跳过剧情等于跳过自己的人生。

整了1个小时的高血压剧情硬控玩家1小时，浪费玩家1小时的生命。

死，死不了，活又活的不痛快。",剧情 人生 小时 高血压 剧情 玩家 小时 浪费 玩家 小时 生命 活 活,剧情_摄像头_角色,[0.10011176 0.89988824]
无所谓，我在隔壁吃香的喝辣的[嗑瓜子],,未知,[0.5 0.5]
????,,未知,[0.5 0.5]
后日谈都不看你就发？,,未知,[0.5 0.5]
??????,,未知,[0.5 0.5]
有没有可能主角被那个意识眩晕了,主角 意识,原神_散兵_主角,[0.74988137 0.25011863]
超神剧情！灭鬼文案！再接再厉！贯彻到底！,超神 剧情 鬼 文案,剧情_摄像头_角色,[0.37427974 0.62572026]
新剧情严重违背道德底线，是对人类基本良知和尊严的践踏，造成影响极其恶劣！,剧情 底线 人类 基本 良知 影响,剧情_摄像头_角色,[0.25009805 0.74990195]
一看阿帽，我立刻就点进来了[doge][笑哭],阿帽,剧情_摄像头_角色,[0.25101294 0.74898706]
那个小杜林感觉比永雏塔菲还唐[藏狐],感觉 藏狐,剧情_摄像头_角色,[0.25119519 0.74880481]
散步可以清洗所有人的记忆，包括他杀掉那些人的亲族。可是草神为什么不清洗大贤者的记忆，她是做不到吗？并不是，本质上她比散步还残酷。历代大贤者，持续500年，一直关押她，这么多任大贤者没有一个善良仁慈的人吗？也许，他们看到了草神的本质，也只有草神会真正喜爱散步这种杀人狂魔。,散步 所有人 记忆 人 亲族 草神 贤者 记忆 本质 散步 历代 贤者 贤者 人 草神 本质 草神 散步 魔,剧情_摄像头_角色,[0.29876383 0.70123617]
节奏到处都有那好事乐子可以看几天致欢愉[笑哭],节奏 好事 乐子,剧情_摄像头_角色,[0.16726532 0.83273468]
"up这么讨厌原神，还一直不停做原神视频，什么傲娇up和霸道米哈游，太好磕了[doge]

声明：该评论仅供娱乐，请勿过分解读",原神 原神 视频 霸道 声明 评论 娱乐 过分,原神_散兵_主角,[0.68494781 0.31505219]
这活太好了[大笑][大笑][大笑],,未知,[0.5 0.5]
诶????，把原神改成正机之神不得了，这样剧情不就合理了,原神 正机 神 剧情 合理,剧情_摄像头_角色,[0.499834 0.500166]
后面唱的还不错哈哈哈，没什么违和感[笑哭],,未知,[0.5 0.5]
M：杜林的生命只有2分钟，我要给他完整的一生,生命,未知,[0.5 0.5]
"我想起来了……一切早有暗示:

世界，拒绝了我……",世界,原神_散兵_主角,[0.73066573 0.26933427]
up主唱得好啊[喜欢],主唱,未知,[0.5 0.5]
躺躺躺，总是在挨揍，各位是不懂得985小仙女策划的凉苦用心，要啥元素力出了提瓦特还能用吗，不如改修肉身到哪都不怕，肉身成圣一拳??粉碎深渊，敢惹到旅行啊不摄像头就算是世界树都给你薅秃，哪怕量子之海里的娑推演出来找到都给你抓出来一拳??轰杀??,仙女 策划 用心 元素 改修 肉身 肉身 旅行 摄像头 世界 量子 娑,原神_散兵_主角,[0.74078014 0.25921986]
"原神确实是麻辣游戏

知道大伙喜欢用女主，所以散兵有男不玩！",原神 游戏 大伙 女主 散兵,原神_散兵_主角,[0.62685356 0.37314644]
致敬传奇up米八[doge],传奇,未知,[0.5 0.5]
"1 day, 12:36:00",,未知,[0.5 0.5]
15:00直奔主题开始小火车跳崖，我最喜欢的阿帽出马??,主题 火车 阿帽,剧情_摄像头_角色,[0.25101294 0.74898706]
怎么说呢，前面是番茄小说，中间是七猫小说了。[思考],番茄 小说 猫 小说,未知,[0.5 0.5]
超神级剧情，继续加油！??????,神级 剧情,剧情_摄像头_角色,[0.25009805 0.74990195]
这个世界真是英杰无数啊！@Muc虚空之翼 @黑椒糖唯酢 简直就是两个极端知道吧。各位我觉得两个视频都挺牛逼的。,世界 虚空 黑椒 糖 极端 视频 牛,原神_散兵_主角,[0.58989823 0.41010177]
原神剧情太棒啦！！！就是鼠标不小心点到卸载键了[吃瓜],原神 剧情 太棒 鼠标 小心 键 瓜,原神_散兵_主角,[0.62219037 0.37780963]
@Muc虚空之翼 有趣实在是太有趣了。,虚空,未知,[0.5 0.5]
[2024明日方舟音律联觉_一键三连][2024明日方舟音律联觉_一键三连]世界级剧情,方舟 音律 联觉 一键 方舟 音律 联觉 一键 世界级 剧情,剧情_摄像头_角色,[0.1668847 0.8331153]
我嘞个自己的生活啊,生活,剧情_摄像头_角色,[0.25206115 0.74793885]
有全程直播录屏吗？想看,全程 直播 录屏,未知,[0.5 0.5]
我又回来听歌了，别说还挺上头,,未知,[0.5 0.5]
哈哈哈哈哈没绷住太几把搞笑了原神,原神,原神_散兵_主角,[0.74986827 0.25013173]
[笑哭]結尾這首歌,結尾 首歌,未知,[0.5 0.5]
文案写得最好最有趣的一集,文案,原神_散兵_主角,[0.74949301 0.25050699]
大半夜要被评论区的兄弟们笑死了,评论 区 兄弟,原神_散兵_主角,[0.82658537 0.17341463]
我觉得策划再蠢，也不会蠢到用厌恶旅行者的方式卖皮,策划 旅行者 方式 卖皮,原神_散兵_主角,[0.83314731 0.16685269]
"学长新的理论出来了，还有高手还有高手啊家人们。[大哭][大哭][大哭][大哭]分不清，我真的分不清啊

散兵是民族英雄

【魔法打败魔法：散兵为什么是民族英雄】 https://www.bilibili.com/video/BV1gH4y1c7Vw/?share_source=copy_web&amp;vd_source=831702173abeb0c3f2a68065d01fb942",学长 理论 高手 高手 人们 散兵 民族英雄 魔法 魔法 散兵 民族英雄,原神_散兵_主角,[0.8332647 0.1667353]
有男不玩到有米不玩还有差多少距离[吃瓜],距离 瓜,未知,[0.5 0.5]
只要等到5.0一切都会好起来的,,未知,[0.5 0.5]
6+剧情再度超神[OK],剧情 超神,剧情_摄像头_角色,[0.16719558 0.83280442]
世界级剧情，太完美了！！！！！！！！！！！！！！！,世界级 剧情,剧情_摄像头_角色,[0.1668847 0.8331153]
小螺号私权甲[呲牙],螺号 私权 甲 牙,未知,[0.5 0.5]
这首歌简直绝了,首歌,未知,[0.5 0.5]
这个歌吧 已经把这个剧情抬到不属于他的高度了[doge],歌 剧情 高度,剧情_摄像头_角色,[0.25009805 0.74990195]
好乐。开场就让我蹦不住了,开场,未知,[0.5 0.5]
老哥，我求求了，能不能把最后一段歌单独切出来发,老哥 歌,未知,[0.5 0.5]
这下怕不是要从赔钱四杰变成赔钱五宝了,宝,未知,[0.5 0.5]
最近节奏真多啊，只能希望原神策划不要被这些节奏带偏，安心做自己想做的，我觉得原神现在的设计完全没有问题。,节奏 原神 策划 节奏 原神 设计 问题,原神_散兵_主角,[0.64367256 0.35632744]
10分38秒，“可若是转动齿轮，所有的【轨道】都会消失”是不是已经提示了后续列车会坠崖？如果是，那我只能说主角团这几个“超人类”后面还能毫无准备的坠崖也是挺离谱的。,齿轮 轨道 消失 列车 主角 团 人类 坠崖 离谱,原神_散兵_主角,[0.74988137 0.25011863]
你不许骂原神[大哭]你不许骂原神啊[大哭]，万一它改好了活过来了怎么办[大哭][大哭],原神 原神,原神_散兵_主角,[0.83324315 0.16675685]
世界级视频！,世界级 视频,剧情_摄像头_角色,[0.16699015 0.83300985]
散兵都知道有男不玩[doge],散兵,原神_散兵_主角,[0.74989975 0.25010025]
我非常喜欢这次的剧情，有一种初次进入精神病院的美[脱单doge],剧情 精神病院 单,剧情_摄像头_角色,[0.25009805 0.74990195]
"众黄毛听令！随我出征！

高洁善良的灵魂哦

阿如村里，一名贫穷的孩子在摇曳的烛光下阅读着书籍，希望有朝一日通过自己的努力进入教令院学习摆脱窘境，他从来不会想到，在他朝思暮想的神圣的教令院里，有一名罪犯正在逍遥快活??????

唉????这时有人要问了

为什么万叶会漂泊??

为什么神里家会没落??

为什么雷电五传会失传??

为什么须弥人差点沉浸在梦中醒不过来

为什么妮露自个差点被别人利用似掉??

你说呢，高洁而又善良的???

????这时有人又要问了

为什么女士会黑化??

为什么狼王只剩残魂??

为什么四风守护只剩西风了??

你说呢，杜林??

你以为换上另一副面貌，改成另一个身份，往日的罪孽就能一笔勾销了？——星核猎手 刃

想要了解赛诺·其三

比起「为什么做」，我更看重「做了什么」。因为这个世界上有成千上万种理由，有时你听到那些理由，会觉得做了错事的人情有可原，甚至觉得旁人对他们太过苛责。劣势方总是容易引起别人的同情，但审判者却要摒弃这种情绪。情有可原，但罪无可赦。



你，恢复了赐福森林，修复了星轨王城。和众人一起收服了邪龙，却因为勇者之剑不是在你的身上开始了怨恨，可是赐福森林只知道一个黄毛勇者和它们的仙子一起让森林恢复了生机然后一起去星轨王国寻求预言女神，最后邪龙也被收服，星轨王国的居民也只知道，一位黄毛勇者和赐福仙子来到王国，和国王一起平息了王国的危机并一起去讨伐恶龙，最后邪龙被收服了，看吧，这里的居民都认为你才是那个勇者，你却因为勇者之剑不在你的身上而怀恨在心收起

真的，全是节奏，为了黑而黑，这次的剧情多好，地图多好，马哈游应该得到夸赞而不是现在这样

真的希望米哈鱼不要被这些流言蜚语影响到，只有一直坚持自己的初心，才能走出独一无二的风采，那才是大家所期望的

希望在纳塔也能看到阿帽出场，时间会证明一切

对了，我这里有一个六十级成品号，交个朋友（纯复制[doge]）",灵魂 孩子 烛光 书籍 教令 院 窘境 教令 罪犯 神里 家会 雷电 传会 人 差点 梦 差点 利用 女士 黑化 狼 残魂 风 面貌 身份 罪孽 星核 猎手 赛诺 世界 理由 理由 错事 人 劣势 方 同情 审判者 情绪 罪 森林 星 轨王 城 众人 收服 龙 勇者 剑 森林 勇者 仙子 森林 生机 星 轨 女神 龙 收服 星轨 居民 勇者 仙子 国王 平息 危机 恶龙 龙 收服 看吧 居民 勇者 勇者 剑 节奏 黑 剧情 地图 鱼 影响 初心 风采 大家 出场 时间 证明 成品 朋友,原神_散兵_主角,[0.551526 0.448474]
五元素给头猪都成五灵王了??,元素 头 猪,原神_散兵_主角,[0.7494704 0.2505296]
阳光开朗大男孩没绷住,男孩,原神_散兵_主角,[0.74953646 0.25046354]
原神这都是被带节奏的，这次剧情非常好，我也十分喜欢，刚好5.0马上来了，是入坑原神的好时间，可是现在新人入坑门槛高以往人权卡角色抽不到，怎么解决呢，唉，刚好我这有个成品号????,原神 节奏 剧情 坑 原神 时间 新人 坑 门槛 人权 卡 角色 成品,剧情_摄像头_角色,[0.25065096 0.74934904]
我实在太喜欢?宝了???????宝太可爱了??????你们这帮?黑不要不识好歹???????宝能和其他角色组cp那是他们的福气??????对了我还是博士厨万叶厨神里厨??????希望之后?宝还可以和博士万叶神里兄妹组cp??????,实在太 宝 宝能 角色 福气 博士 厨 厨神 厨 宝 博士 神 兄妹,剧情_摄像头_角色,[0.25031386 0.74968614]
别急，孩子们，到时候博士也要洗呢[星星眼],孩子 博士 星星 眼,剧情_摄像头_角色,[0.25077293 0.74922707]
双少女是什么,双 少女,未知,[0.5 0.5]
你们懂啥，这是双主角，黄毛有派蒙，散兵有杜林。后面主角要被写死，然后由散兵代替黄毛去找血亲，游历提瓦特,双 主角 散兵 主角 散兵 血亲 游历,原神_散兵_主角,[0.89995471 0.10004529]
评价为究极提纯,评价,未知,[0.5 0.5]
我直接就是一个一键三连，句句属实，步步到位，唱的好听下次还听,一键 步步,未知,[0.5 0.5]
世界级剧情[Mygo表情包_Block!][2022拜年纪_捂脸][2022拜年纪_哈?][2022拜年纪_擦擦][2022拜年纪_哭哭][2022拜年纪_眼前一黑][2022拜年纪_晕][2022拜年纪_无情吃瓜],世界级 剧情 表情 脸 无情 瓜,剧情_摄像头_角色,[0.1668847 0.8331153]
绷不住了，原神吧又双叒叕因为散兵屠版，妮露吧发公告禁止讨论散兵。,原神 散兵 公告 散兵,原神_散兵_主角,[0.87494283 0.12505717]
诶????我们换个角度想一下，假如有这样一个国家，它曾三度遭到地球母亲背叛，1海啸2地震3火山喷发。然后它入侵了别人，杀了很多无辜的人，摧毁了别人的家园。被打败后投降要救赎，然后把历史书上和这些有关的都删掉了。我们应该怎么看这样一个国家呢？,角度 国家 地球 母亲 海啸 地震 火山 无辜 人 家园 历史 有关 国家,未知,[0.5 0.5]
跳转 15:00,,未知,[0.5 0.5]
"我们需要一个见证者ㄨ

我们需要一个小丑来衬托勇士????",见证者 衬托 勇士,原神_散兵_主角,[0.74913187 0.25086813]
"策杖欲西还









划然变轩昂









没雁云横楚









妈唤桥上人









的的三年梦









玩物欣良时









意气何坚刚

????",策杖 欲西 变 妈 桥 人 梦 玩物 时 意气,未知,[0.5 0.5]
"崩坏三主角是清洁工，会空中劈叉

原神主角是摄影师，会倒头就睡

崩铁和绝区零的主角是啥先暂定，不过估计未来会出大雷

兄弟们，我就是吃屎赶不上热的，米哈游的游戏就是未来拉屎未来吃，未来不拉我不吃[doge]，禁止擅自期待，擅自破防",主角 清洁工 原神 主角 摄影师 崩铁 绝区 主角 大雷 兄弟 游戏,原神_散兵_主角,[0.78853165 0.21146835]
这不是学的闲云优化魈吗 把主角优化出去了 主观上没问题的呀 [doge],闲云 优化 主角 优化 主观 问题,原神_散兵_主角,[0.83241611 0.16758389]
根本不代入黄毛了，反正我组的队里也不带她玩[笑哭],代入 队里,原神_散兵_主角,[0.74900979 0.25099021]
每次在二游大节奏结束后，总有一个自称米游的元宇宙能爆一个大的乐子，太有意思了[大笑],节奏 元 宇宙 乐子,剧情_摄像头_角色,[0.16726532 0.83273468]
实名制反对UP主这个死黑子对我们原宝的世界级剧情评价，我觉得原神这个剧情写的太好了，简直是世界级剧情。多出点，爱看。另外哪里能玩到那么好的游戏呢~私我，出号,实名制 黑子 原宝 世界级 剧情 评价 原神 剧情 世界级 剧情 出点 游戏,剧情_摄像头_角色,[0.18663154 0.81336846]
这个人疯了吗？,人,未知,[0.5 0.5]
"时间：7月底，地点：杜林,被固定的美洲骆马,火车,老鼠，墨水，角色：散兵，稻妻人，学者，因论派，被进行某实验，被智慧之国收下，洗白，它居然能成为勇者？(以上均是来源游戏剧情，仅代表浅薄的个人意见，无引战，无挑起对立，但坚定爱国)",时间 地点 火车 老鼠 角色 散兵 稻妻 人 学者 实验 国 勇者 来源 游戏 剧情 代表 个人 意见,剧情_摄像头_角色,[0.437012 0.562988]
这就是我们跳过剧情就是跳过人生的原神啊，怎么样，米桑给了你们想要的人生了吗？睡够了吗？躺在草地上舒服吗？散妮嗑爽了吗？元素力会用了吗？风之翼会开了吗？当摄像头工具人好玩吗？,剧情 人生 原神 人生 散妮 元素 力会 摄像头 工具 人,剧情_摄像头_角色,[0.49902223 0.50097777]
黄毛：意难平啊！意难平！[doge],意难,未知,[0.5 0.5]
神秘宝库,宝库,未知,[0.5 0.5]
@鳶一摺纸,,未知,[0.5 0.5]
原神这个团队就只配写童话，也只有童话写的还算人能看，但从稻妻开始，就开始上那些白左的价值，然后愈演愈烈，后面已经魔怔了，只要涉及生活的现实题材就兰完,原神 团队 童话 童话 人 稻妻 价值 生活 现实 题材,原神_散兵_主角,[0.63805297 0.36194703]
玩个游戏也能玩的这么憋屈也就原神独一家了[笑哭],游戏 原神,原神_散兵_主角,[0.50092151 0.49907849]
鬼图打码！,鬼图,未知,[0.5 0.5]
主角为了给剧情铺路直接晕遍提瓦特。天天吃瘪能不能硬气一次。我玩游戏要么你战斗爽，要么剧情我看的爽。连最基础的情绪价值都提供不了。直接把主角换成帽桑得了，我要杀个血流成河。,主角 剧情 铺路 硬气 玩游戏 战斗 剧情 基础 情绪 价值 主角 帽桑,剧情_摄像头_角色,[0.49987821 0.50012179]
看一会看不下去了，还是这么唐的剧情,剧情,剧情_摄像头_角色,[0.25009805 0.74990195]
[妙啊]你疑似对米凯拉不忠诚！我要洒了你！.jpg,,未知,[0.5 0.5]
到底谁是主角,主角,原神_散兵_主角,[0.74988137 0.25011863]
“你刚才怎么不把她放在地上？”我超，这是人能说出的话？还是自机角色？,人 机 角色,剧情_摄像头_角色,[0.25031386 0.74968614]
这次硬造一条龙，下次直接说主角失忆前也是恶人来给??洗我都不意外[大笑][大笑]坚决支持原神文案[呲牙][呲牙],硬造 主角 恶人 原神 文案 牙 牙,原神_散兵_主角,[0.87486984 0.12513016]
其实不可以是蒙德和稻妻人，他最后是洗白了魔龙的如果真有这两个地区的人那就是地狱笑话了[脱单doge],稻妻 人 魔龙 地区 人 地狱 笑话 单,原神_散兵_主角,[0.74918566 0.25081434]
新剧情有什么问题？你们这群米黑就知道带原宝的节奏，你们知道原宝有多努力吗？我是无条件支持米爷一切决定的[给心心],剧情 问题 原宝 节奏 原宝,剧情_摄像头_角色,[0.35743144 0.64256856]
是不是可以快进到原神褒姒了？,原神,原神_散兵_主角,[0.74986827 0.25013173]
"有这样一个up……

他认为龙王强度较差

他从来不靠数据说话

他最喜欢的事就是拉踩角色

他的视频总能让人欢乐

他酷爱吹捧胡行钟夜队伍中的一个人

他带起过多次节奏

他的视频看似很有游戏理解实则全是瞎扯

他在B站有超过10万的粉丝

他的B站账号名称是5个字

他现在已经成为了米黑

他的视频统统都是相声

黑椒糖唯酢：没错，他就是（被捂嘴）

番薯鉴赏家：正是在下",强度 数据 事 角色 视频 总能 人 队伍 人 节奏 视频 游戏 实则 粉丝 账号 名称 字 视频 统统 黑椒 糖 嘴 番薯 鉴赏家,剧情_摄像头_角色,[0.16432324 0.83567676]
我都怀疑策划是不是散黑了[点赞]，太搞笑了，这活动把这玩意塞进来，只会让讨厌它的人更讨厌，中立的人也会觉得厌恶了。我觉得你喜欢愚人众散兵还算是喜欢反派，喜欢修改世界树的散兵的人纯纯三观有问题。,策划 活动 玩意 人 人 愚人 散兵 世界 散兵 人 三观 问题,原神_散兵_主角,[0.91881372 0.08118628]
拷打[doge],,未知,[0.5 0.5]
我被自动取关了？[辣眼睛],自动 辣 眼睛,原神_散兵_主角,[0.74938784 0.25061216]
"原神真TMD伟大！主角沦为摄像头！

自欺欺人像条狗！就连罪犯瞧不上！

不如滚去跳下楼！[doge][doge][doge]",原神 主角 摄像头 狗 罪犯,原神_散兵_主角,[0.62618992 0.37381008]
游戏性还行，社区没啥意思，对线翻来覆去就那几句话，对线的内容是重复的，对线的方式也是重复的，毫无新意可言，而且内鬼放个屁都有一堆魔怔人去抢着闻，真不如十几年前贴吧好玩,游戏性 社区 啥意思 线 对线 内容 对线 方式 新意 内鬼 屁 人 前贴,未知,[0.5 0.5]
感觉这个编剧是不是有什么恶趣味[辣眼睛],感觉 编剧 辣 眼睛,原神_散兵_主角,[0.63159393 0.36840607]
有男不玩对比这个真的是小巫见大巫了[笑哭],,未知,[0.5 0.5]
还有人洗？第一点，是不是这句放草地上，完全可以不用加，这里硬加上什么成分不用多说。第二点，说妮露只是害羞的，就好比ch给你点了一桌子青菜，你一边夸ch好，一边夸菜好吃，但是你就不想想为什么给你点了一桌子绿色。,人 成分 桌子 青菜 夸菜 桌子 绿色,未知,[0.5 0.5]
侧滑以为他写的剧情很好，他还再洗白散兵[笑哭],剧情 散兵,剧情_摄像头_角色,[0.49998914 0.50001086]
好久没看微醺了，这是被原神激励拉黑了以后急得转黑了？,原神,原神_散兵_主角,[0.74986827 0.25013173]
40分钟，我的天[灵魂出窍][灵魂出窍],天 灵魂 灵魂,原神_散兵_主角,[0.83265807 0.16734193]
【为何连散兵都有人厨？草国能不能跳过？原神关于须弥与散兵的一些思考。【酢下聊3】-哔哩哔哩】 https://b23.tv/yDkwytd,散兵 厨 草国 原神 散兵 哔哩 哔哩,原神_散兵_主角,[0.87494283 0.12505717]
真-阳光开朗大男孩了。,男孩,原神_散兵_主角,[0.74953646 0.25046354]
龟龟来这么早，我这辈子有了??,龟 龟,未知,[0.5 0.5]
这波啊，日本人偷袭珍珠港（黄毛）。下大棋,人 棋,未知,[0.5 0.5]
质疑黑焦糖，理解黑焦糖，成为黑焦糖[嫌弃],焦糖 焦糖 焦糖,未知,[0.5 0.5]
不懂就问原神是下棋游戏吗[嗑瓜子],原神 游戏,原神_散兵_主角,[0.50092151 0.49907849]
要我说，最乐的就是，隔壁崩铁有个支线，完全就是指桑骂槐骂散兵[藏狐],支线 散兵 藏狐,原神_散兵_主角,[0.74989975 0.25010025]
我超弹幕居然有人说卡洛斯联盟[笑哭]泪目了,弹幕 泪目,未知,[0.5 0.5]
连米哈游都知道我们想要怎样的剧情[doge],剧情,剧情_摄像头_角色,[0.25009805 0.74990195]
太长不看,太长,未知,[0.5 0.5]
最后的歌曲真是点睛之笔,歌曲,未知,[0.5 0.5]
最后一段完全可以单发啊,单发,未知,[0.5 0.5]
魔女的雕像跟剑风传奇的小魔女一模一样,魔女 雕像 剑 风 传奇 小 魔女,未知,[0.5 0.5]
"能看到原神的剧情蒸蒸日上步步登天，我真是太开心了。

看来堂主不愿意回提瓦特是很明智的选择。

只可惜天天大雨，没有机会带她出去逛街买新衣服。

下大雨，大雨还在下？大棋也能下！

回头我觉得可以麻烦堂主帮我给《大棋还在下》填个词。

整个活搞个这个系列的OP，大家看怎么样？



哈哈哈，她同意了，开工开工！



审核辛苦了，还请大家多多三连哦~",原神 剧情 步步 登天 堂主 大雨 机会 衣服 大雨 大雨 大棋 堂主 大棋 词 活 大家 大家,剧情_摄像头_角色,[0.25028365 0.74971635]
我去，6[doge],,未知,[0.5 0.5]
神中神的最后的歌曲环节，还全对上了[笑哭],歌曲 环节,未知,[0.5 0.5]
织机发力了,织机,未知,[0.5 0.5]
Gen.G简直就是小螺号在提瓦特的人间体啊[星星眼],螺号 人间 体 星星 眼,剧情_摄像头_角色,[0.25077293 0.74922707]
我海岛任务就做了第一节，然后受不了就不准备做了也就一个版本石头罢了，特别是现在鸣潮2小时，原神2分钟的游戏时长分配。,任务 版本 石头 鸣潮 小时 原神 游戏 时 分配,剧情_摄像头_角色,[0.25183758 0.74816242]
